Sample,SIO2,TIO2,AL2O3,FE2O3,FEO,MNO,MGO,CAO,NA2O,K2O,P2O5,S,CL,H2O,CO2,SUM,CO2obsvol,CO2riker,CO2vbg,FO,TcCO2,TcMGO,Teqolv,Ti,OLV ADD,KD,Pglass,Dglass,Pobsvol,Dobsvol,VBvol riker,Priker,Driker,VBvol vbg,Pvbg,Dvbg,Tg,aMgO,Rmi,CR,Initial density,,Error Messages,,SIO2 1sig,TIO2 1sig,AL2O3 1sig,FE2O3 1sig,FEO 1sig,MNO 1sig,MGO 1sig,CAO 1sig,NA2O 1sig,K2O 1sig,P2O5 1sig,S 1sig,CL 1sig,H2O 1sig,CO2 1sig,CO2obsvol 1sig,CO2riker 1sig,CO2vbg 1sig,FO 1sig,TcCO2 1sig,TcMGO 1sig,Teqolv 1sig,Ti 1sig,OLV ADD 1sig,KD 1sig,Pglass 1sig,Dglass 1sig,Pobsvol 1sig,Dobsvol 1sig,VBvol riker 1sig,Priker 1sig,Driker 1sig,VBvol vbg 1sig,Pvbg 1sig,Dvbg 1sig,Tg 1sig,aMgO 1sig,Rmi 1sig,CR 1sig,Initial density 1sig,,SIO2norm100,TIO2norm100,AL2O3norm100,FE2O3norm100,FEOnorm100,MNOnorm100,MGOnorm100,CAOnorm100,NA2Onorm100,K2Onorm100,P2O5norm100,Snorm100,CLnorm100,H2Onorm100,CO2norm100,,SIO2normANHYD,TIO2normANHYD,AL2O3normANHYD,FE2O3normANHYD,FEOnormANHYD,MNOnormANHYD,MGOnormANHYD,CAOnormANHYD,NA2OnormANHYD,K2OnormANHYD,P2O5normANHYD,,SIO2normANHYD-FEOT,TIO2normANHYD-FEOT,AL2O3normANHYD-FEOT,FEOTnormANHYD-FEOT,MNOnormANHYD-FEOT,MGOnormANHYD-FEOT,CAOnormANHYD-FEOT,NA2OnormANHYD-FEOT,K2OnormANHYD-FEOT,P2O5normANHYD-FEOT
M-132-7,55.11377094079824,1.0016405192743969,16.787541545484654,1.9383359818758028,6.3909833199952608,0.16671459455102852,2.984888399512144,6.0763107145255741,4.2620736078642274,1.2101078231114413,0.30605589937965394,1204.4564238233188,1341.1609501395233,3.7213352099637538,306.68270140051914,100.24498856387252,0,306.68270140051914,714.01470541524441,72.75755867,862.8285844024996,951.8869941286672,1049.7136576585365,1011.9772374194428,-2.429999999999992,0.3119145249105848,202.2265625,7.941985496374094,0,0,0,202.2265625,7.941985496374094,0.57101421187379142,294.453125,11.232808202050512,464.58952796714243,132.3866546153649,55.5,4.0,2419.6414220185593,,[],,2.735226006,0.048864543,0.818972003,,,0.00813309,0.192008747,0.296429846,0.207923176,0.059034518,0.014930787,58.7588175,65.42788095,0.181543518,14.96136558,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,54.979078485985077,0.99919261164480788,16.746514500112124,1.9335988857345867,6.3753644062946391,0.16630716102561469,2.9775936356262633,6.0614608286916667,4.2516575331330264,1.2071504425783877,0.30530792986688415,1201.5128547357579,1337.8832890833075,3.7122406449202714,305.93320004731396,,57.267948730246601,1.0407906576663097,17.443699680183336,2.0140978150686482,6.6407814028638281,0.17323080403240271,3.1015557983210198,6.3138094985786282,4.4286610894741765,1.2574061180908307,0.31801840547421051,,57.383701920724022,1.0428943621277955,17.478957864499002,8.4702473357102814,0.17358094785107117,3.1078248368855137,6.3265713245167223,4.4376125476984702,1.2599476578721913,0.31866120211492094
M-132-10,52.77542920645444,1.1560441497071432,17.10079107595045,2.1089968368081151,8.0206305084143974,0.14967033135014407,4.1028573633741132,7.3569691142028235,3.7802527184885073,0.82634939620231407,0.2737615181296052,1707.6829288859535,1049.3274264828478,3.8779577585498899,395.82398176465364,101.84499341134529,0,672.55860562237058,1687.4467175633868,72.3841449,724.4246309945873,862.0744428940799,1031.9740361514932,1070.4376893104493,1.6900000000000013,0.34787296998871997,249.765625,9.642410602650664,0,0,0.34118138672342602,300.3125,11.442860715178794,1.7116765558219997,477.1875,17.524381095273817,470.66475978744802,119.15655675532102,23.0,4.0,2482.0289216540859,,[],,2.650703046,0.058764347,0.869272007,,,0.007608083,0.177883406,0.373971431,0.192158822,0.042005215,0.013915919,86.8053975,53.3396937,0.197125391,20.120631,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,51.819365330309289,1.1351015999755198,16.790998264275469,2.0707908814820324,7.8753311672568858,0.14695894843415166,4.0285312276499834,7.2236924641828049,3.7117707919331027,0.81137949792459874,0.26880213642304462,1676.7470561746059,1030.3181249614133,3.8077058367386516,388.65335300867116,,54.044528651214137,1.1838437339184185,17.512016617566438,2.1597122313551251,8.2135039322388028,0.15326947847731207,4.2015194506385694,7.5338833630936159,3.8711570786845653,0.84622075633460858,0.28034470647840526,,54.161681235907928,1.1864099576743357,17.549977500215423,10.178931753196157,0.15360172146298354,4.2106271045596566,7.550214598295315,3.8795486045030327,0.84805511313816084,0.28095241104700508
M-129-5,51.246624330110066,1.2098649348421189,17.553571681172652,1.9527213638535623,8.2698879990235596,0.14028526707365535,4.4686536413302047,7.5150621573744587,3.2248065703465243,0.82746712971859593,0.23879225675511617,1636.9505712086591,1084.9839659424472,3.7128669922281738,205.7642510817108,100.65337420265196,0,670.62064467460766,1159.6664720902186,72.981218,719.9024339040828,866.6381337228576,1004.9078777254629,1090.5950691586606,4.869999999999941,0.35646639728617591,208.90625,8.182045511377844,0,0,0.95913666827429978,292.34375,11.162790697674419,2.0920891071338827,383.671875,14.323580895223806,475.81358603751983,99.4166822324979,25.5,3.0,2479.7763672170399,,[],,2.594883613,0.063428683,0.920267952,,,0.007354631,0.147635494,0.393986534,0.169064518,0.043380999,0.012518983,85.81918125,56.88164155,0.194651696,10.78744824,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,50.91396561324602,1.2020113030748671,17.439625666031731,1.9400456063420406,8.2162054322920746,0.1393746292014115,4.4396461387704447,7.4662794137868618,3.2038732887919013,0.82209576804906981,0.2372421775690701,1626.3245859129179,1077.9409776745076,3.6887655497299257,204.42856755843306,,53.024132530161332,1.2518295495020704,18.162423835072271,2.0204522296820384,8.5567321360554907,0.14515111366998021,4.6236505527265024,7.7757248797145824,3.3366601840683989,0.8561681344691372,0.2470748548782003,,53.131646701719205,1.2543678167121906,18.199250801567196,10.395866549065619,0.14544542874864846,4.6330256793910776,7.791491297359018,3.3434257498276541,0.85790414038379004,0.24757583522559024
M-129-6,55.190615029513431,1.2771867455026911,16.262520075689388,1.8567039824607294,6.3025105896287998,0.21763312305020893,3.0311164146046794,6.7184943806109549,3.6306623266420077,1.0805531673001219,0.29166047009098811,892.50772592051703,1257.0456963880081,3.6305759265255602,60.052335985175908,99.711192807448924,0,60.05233598517591,266.66314682830728,73.08340269,768.1292596274415,885.5789637407728,1031.7644934300263,1006.4018972572662,-1.5800000000000012,0.31595179452234712,144.8828125,5.811452863215804,0,0,0,144.8828125,5.811452863215804,1.2285746355786604,197.03125,7.76194048512128,473.95594840484432,132.2370251496639,33.0,3.0,2412.3568310337992,,[],,2.745933172,0.06284519,0.800212786,,,0.010708845,0.179200306,0.330589913,0.178650197,0.053169648,0.014351431,43.9166925,61.85413045,0.178645946,2.954932374,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,55.350471171367246,1.2808860365044983,16.30962344126576,1.8620818086553113,6.3207654147709391,0.21826348368981766,3.0398958524726822,6.7379540766150079,3.6411783114992273,1.0836829215219248,0.29250524628083641,895.09281835994864,1260.6866501090542,3.6410916611302819,60.226273795703399,,57.574392770465828,1.3323506412726636,16.964926333483209,1.9368982260392937,6.5747268794389404,0.22703307255509519,3.1620355543081633,7.0086777269760914,3.7874768871345035,1.127224120083457,0.30425778824275762,,57.686296176842497,1.3349402400173858,16.997899899582542,8.3338054133908521,0.22747434119826374,3.1681813863801036,7.0223000141441325,3.7948383467148576,1.1294150284494413,0.30484915327993189
M-129-8,53.576596963787587,1.14418406637981,19.672094636557194,1.6543204388704305,5.3850173390352971,0.17976754882481913,2.6334640821155615,7.3723551416346753,3.9963779992949866,1.0325128455851156,0.23927167104877126,1494.6873696974499,1172.897422147757,3.5247824018346408,236.06245306598473,100.70110985946,0,236.06245306598473,875.03568344161658,73.12289779,715.614459772499,865.0013530613443,1024.8576148427919,985.44311002240704,-2.4199999999999924,0.32063790988006435,176.0546875,7.011752938234559,0,0,0,176.0546875,7.011752938234559,1.1008726258815673,315.3125,11.982995748937235,480.75658441814721,94.41909589486592,20.0,3.0,2441.0698937077991,,[],,2.66072959,0.055830404,0.959898868,,,0.008771749,0.175247618,0.359733698,0.195003063,0.050381412,0.011675249,72.933195,57.2314707,0.17199158,11.51865552,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,53.203581408943656,1.136217930444511,19.53513190074257,1.6428025879548152,5.3475253118368897,0.17851595585759228,2.6151291537807912,7.3210267016159465,3.9685540753943949,1.0253241965516628,0.23760579340456367,1484.2809297568401,1164.7313756369422,3.5002418610419297,234.41891891304581,,55.298616489326378,1.1809595880585784,20.304380615737525,1.707492388166842,5.5580986007931399,0.18554550499743347,2.7181069453469311,7.6093119515582694,4.1248266379957812,1.0656991131203408,0.24696216489877762,,55.393344892572088,1.1829826118370501,20.339162707528072,7.1067338050149607,0.18586335073270999,2.722763154618161,7.6223469606910692,4.1318926057521015,1.0675246918008805,0.24738521945290881
M-129-15,54.333812528553139,1.228416580741869,15.931480865692208,1.760081492153597,7.3487947637260138,0.099362907127697686,3.7023649786601287,6.7348745490705131,4.1447222070977006,0.93410860846025867,0.25174841231295758,898.46033093587948,1235.3310402441966,3.6789186359822716,59.066686009927771,100.36797233529737,0,203.35767649669378,415.12101841241491,73.10763923,706.566171670794,845.9131209983451,984.8093390565831,1061.4386138571404,3.9699999999999593,0.33030966966032482,169.8046875,6.771692923230808,0,0,0.92499504231052865,192.3046875,7.591897974493623,2.3903452002785732,240.0,9.292323080770192,462.41289521122815,92.37496445628891,22.5,3.0,2425.2277025395174,,[],,2.749492816,0.063855616,0.828151082,,,0.005165088,0.121534721,0.350092605,0.215451169,0.048556883,0.013086399,46.7038125,64.21504355,0.191237743,3.0704076,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,54.134612132086524,1.2239129197889156,15.873072350679971,1.7536286239535919,7.3218523725636659,0.098998619595260851,3.6887912473629623,6.710182932232053,4.1295266912950144,0.93068394899888973,0.25082544406889729,895.16636635281441,1230.802029274189,3.6654308644317122,58.850133798264672,,56.322113875594745,1.2733694789198453,16.514480353331273,1.8244902321055918,7.6177178863243071,0.10299901129366523,3.8378499912467405,6.981331764474568,4.2963949199807674,0.96829154755566393,0.26096093917280927,,56.425218618344438,1.2757005425734458,16.544712195343383,9.276430643235118,0.10318756399227955,3.8448756603637313,6.9941119739890105,4.3042600135025442,0.97006412752554827,0.26143866113048581
M-136-2-A,49.683442099717702,1.1745213957911864,17.2407021613027,1.9962209039133176,8.0418838786316478,0.19581086024313257,4.4391061044647877,7.7624157801796407,3.1151612364402412,0.76273076925596772,0.24202755185929287,1653.9225597173895,1166.5484177739984,4.1100283042296812,321.19889307474,99.078218033085903,0,772.29486435854074,1744.4244168939304,73.41485276,691.3786130918043,844.0504711311941,1017.6567779591032,1083.8162664851836,3.4499999999999704,0.35628943462355206,261.640625,10.062515628907226,0,0,0.68710051764476987,339.765625,12.823205801450362,2.6069819051677845,504.765625,18.474618654663665,468.31658217696986,131.88352744316813,23.5,3.0,2483.5810272037879,,[],,2.505594812,0.060777474,0.892147493,,,0.010132544,0.166894157,0.401678523,0.161198962,0.039468714,0.0125241,85.5848475,60.3648991,0.212679937,16.62094644,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,50.145675897326448,1.1854486476522721,17.401102385133115,2.0147929015504751,8.1167021755944013,0.19763260192845217,4.4804056760310376,7.8346340237846039,3.144143383160134,0.76982689474821142,0.24427927415738429,1669.3099578810381,1177.4014924092039,4.1482662746893473,324.1871921510334,,52.489519896313176,1.2408573473893285,18.214442093319647,2.1089657323478743,8.4960825178751946,0.20687008810737179,4.689822974110597,8.2008303031707559,3.2911028461388074,0.8058091427731181,0.25569705845413848,,52.600622505180873,1.2434838238516763,18.252995923486793,10.415829290350276,0.20730796230646564,4.6997497474661287,8.218188694776611,3.2980690007727271,0.8075147689283656,0.25623828288008427
M-136-5,57.682391551539141,1.051600010311998,16.29974650244478,1.7084423224352883,5.692432046934373,0.16149142999492655,2.5536120841804228,5.8704507945848485,4.3269585417167642,1.2542841933172799,0.33806471464117416,593.00446667588722,1465.5851409186162,3.5007263013330654,75.604214501960683,100.65361987564371,0,75.60421450196068,207.08785334132068,73.37938914,850.6895919863053,942.6453636888176,1024.8640828218831,987.85496671458873,-1.9400000000000015,0.2900962191057373,139.21875,5.591397849462366,0,0,0,139.21875,5.591397849462366,0.60446939505475739,175.0390625,6.971742935733934,466.60954552703151,118.48337465302428,56.0,3.0,2391.2711656144315,,[],,2.865635725,0.051564419,0.799245865,,,0.007918611,0.162587129,0.287853159,0.212169172,0.061502886,0.01657675,29.07753,71.86387,0.171655493,3.707196048,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,57.307816274074405,1.0447711782360503,16.193899953705504,1.6973481177786227,5.655466791921941,0.16044274432896419,2.5370295547595592,5.8323295295665645,4.2988603361336306,1.246139179958885,0.33586940545094041,589.15364137776351,1456.0679911257321,3.4779934449035896,75.113259309867587,,59.503511889524276,1.084800613038281,16.814354150657181,1.7623804303391803,5.8721507356785461,0.16658995867349718,2.6342334796659137,6.0557898044212788,4.4635671668098871,1.2938838422330579,0.34873792895889355,,59.608725845587713,1.0867187546809072,16.844085248245616,7.471210782546585,0.16688452260822803,2.6388913245021142,6.066497636315213,4.4714596347476929,1.2961716843016176,0.34935456646431101
M-136-8,52.32358572665818,1.1793004202507347,17.612563143870972,1.7279835999346109,6.8773622662483165,0.13347860492560765,3.4431486154832327,7.2538933573903197,3.6776207749651229,0.94228685900052711,0.26478808927656544,1477.0130973828673,1277.6584425306364,3.8285348240578818,302.79380484230387,99.570292816537659,0,715.72712656788485,1350.4399574880758,72.68020918,721.5367340846216,865.0626749153547,990.00627047326486,1048.2653721595332,2.569999999999989,0.33545155262351678,235.703125,9.142285571392849,0,0,0.61763632280210912,312.734375,11.892973243310827,1.6942259416334193,427.578125,15.82395598899725,468.09863137723949,90.30145754429672,26.0,3.0,2456.9425925962314,,[],,2.635362795,0.06049165,0.903427983,,,0.006846721,0.13040042,0.372084982,0.188641795,0.048334153,0.013582178,75.76267875,65.5368773,0.196382858,15.53166306,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,52.549394248610412,1.1843898284236685,17.688572209306283,1.7354409142077061,6.9070423232762179,0.13405464737514375,3.4580079239370876,7.2851983781507146,3.6934919753036075,0.94635340757381237,0.26593081308342476,1483.3873192522635,1283.1723261924863,3.845057311533786,304.10054673657919,,54.825830341498218,1.2356975131653272,18.454839923419502,1.8106200935429866,7.2062549148699917,0.13986188534748623,3.6078085859637592,7.6007926636606484,3.853493790007589,0.98734937117020272,0.27745091735427685,,54.925431562777746,1.237942385348324,18.488366540042389,8.8515874002081532,0.14011597022872371,3.6143628349202546,7.6146009038145603,3.8604943713993731,0.98914307320053363,0.27795495805993481
M-136-9,51.591545274739083,1.1767361042401416,16.51020585433147,1.9860303684769736,7.8730966166254666,0.18066111819908567,4.4619941731815809,7.7427992858799852,3.6300564763735159,0.81626875619458983,0.19706828537627458,1592.7353864529578,1090.3439046524447,3.7034886856458926,223.79388664871325,100.16063831703946,0,535.91091896714227,1033.7854476168814,74.29813675,770.1520067559217,893.3997418141554,1026.8291320908147,1081.5056485181653,3.00999999999998,0.34940334185651795,203.125,7.981995498874719,0,0,0.60149719438792992,260.8203125,10.042510627656915,1.5507074890573558,356.7578125,13.403350837709427,471.82579863528099,129.11837987558852,36.5,3.0,2470.1321333884439,,[],,2.600050694,0.06062099,0.850390509,,,0.009305305,0.173918782,0.398808051,0.186973173,0.042043522,0.010150388,82.0369575,56.16029965,0.190755443,11.52694272,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,51.508802401434238,1.1748488468248446,16.483726673218229,1.9828451593834417,7.8604696904034057,0.18037137266162107,4.4548379963973339,7.7303813314084779,3.6242345669595899,0.81495961877843304,0.19675222591183214,1590.1809465425497,1088.5952036379485,3.697549005152307,223.43496448209152,,53.648168013593647,1.223644996321658,17.168361461076078,2.0652006122468451,8.1869462879373867,0.18786291379827769,4.6398651523959797,8.0514548415321343,3.7747634560322836,0.84880813597215776,0.20492412909356622,,53.759361717971302,1.2261811802217255,17.203945410717527,10.066131298615474,0.1882522872675659,4.6494819541100094,8.0681426637375928,3.7825872074736986,0.8505674154487789,0.20534886443633701
M-134D-2,56.511251986773772,1.0346775322586887,16.207809494797829,1.5593754170843228,6.7189683965150335,0.13173012397886791,3.3083419699238528,6.3853372679742888,3.9321732286052438,1.1432597025067899,0.29528036510367184,644.44768356070426,1430.2229438977579,2.7642614756115846,132.93727892688545,100.21322775177252,0,563.95867450607773,553.02013177454876,72.75116139,753.2699967283919,876.7626795649038,971.99258807911667,1063.7951664944806,4.209999999999955,0.32865650492096965,121.5234375,4.911227806951738,0,0,1.0723415248767509,209.1796875,8.192048012003001,0.93054859360907882,206.875,8.11202800700175,487.44945516034625,68.70969258456661,26.5,2.0,2442.0792400101086,,[],,2.865440802,0.053912037,0.844510484,,,0.006863819,0.098605847,0.332709011,0.20488651,0.059569728,0.01538563,33.57904875,74.5219933,0.144032283,6.926718,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,56.391010702451133,1.0324760068816243,16.173323480752924,1.5560574707232115,6.7046721747730471,0.1314498364479014,3.3013026764476572,6.3717509267246895,3.9238065840421887,1.1408271424393557,0.29465208508708979,643.07646606992512,1427.1798004954098,2.7583798442842711,132.65442288334447,,58.122282216952449,1.0641742559084417,16.669863867035197,1.6038302972860268,6.9105136343542926,0.13548550373942977,3.4026566194482277,6.5673713055673826,4.0442721419873964,1.1758519009970057,0.30369825672411499,,58.215793299172461,1.0658863718568354,16.696683478227477,8.3671555835533304,0.13570348203616125,3.4081310449313844,6.577937339361994,4.0507788421781745,1.1777436915392672,0.30418686714289722
M-134D-7,54.646317088353243,0.81687707536018805,16.523622746378479,1.5834451384329331,7.5964161778188961,0.104761488666122,3.750781387812399,6.8896784004579716,4.3009481506901901,0.91843591865281504,0.31046379837712867,1035.7446073480342,1250.4503102530271,2.9616618091427269,311.72623360033657,100.66320129526322,0,1644.8753587147824,1553.8199722897057,72.0202271,679.5721112872029,824.3809768316108,958.42796146613091,1108.0953734925158,6.909999999999897,0.34175215563385802,187.34375,7.41185296324081,0,0,1.6200303006928656,421.875,15.63390847711928,1.5173807176054763,407.109375,15.123780945236309,473.6154627622991,63.94482782929404,15.5,2.0,2480.2967925730904,,[],,2.791822656,0.043654824,0.883040877,,,0.005598571,0.084860458,0.368192118,0.229847479,0.049082243,0.016591533,55.35135,66.82546285,0.158274519,16.6589985,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,54.286289711834016,0.81149522849381783,16.414759846462392,1.5730128965284984,7.5463685637587119,0.10407128654575347,3.7260700430246447,6.8442870004196568,4.2726121316912407,0.91238496971587246,0.30841836379361975,1028.9207913326832,1242.2119445468777,2.9421494359747626,309.67248169069012,,56.081011027329481,0.83832350855737925,16.957436819627553,1.625017183244994,7.7958538129414396,0.10751191505962267,3.8492550564920074,7.070561218720929,4.4138659935096722,0.9425486954333403,0.31861476908359077,,56.172431830726303,0.83969010675621369,16.985080089055163,9.2732128746080296,0.10768717626603516,3.8555299431835524,7.0820873373703748,4.4210612841761678,0.94408519695852067,0.3191341608996463
M-134D-9,54.227271422138365,0.75379563484659162,16.435135506173051,1.6016648472736661,7.4132504283623755,0.12991241944224138,3.7279892683863052,6.8035932355216699,3.9539710385619014,0.88581805481429299,0.28579317874427057,1061.0327095904786,1353.9472864731013,3.6007440392368828,281.99718153897379,100.08863679126188,0,1295.2278134726735,1453.0969530349,72.82778503,705.0171467324434,848.0939585454297,954.49751015949448,1088.6776285167821,6.229999999999912,0.33429766025533941,231.5625,8.992248062015504,0,0,1.5141220198556011,409.0625,15.193798449612403,1.9272684181080908,435.546875,16.104026006501627,456.81308243038518,80.04951555886029,26.5,2.0,2454.4682317016673,,[],,2.763978574,0.040042114,0.873045086,,,0.006901032,0.090697984,0.361411297,0.22037513,0.047055231,0.01518152,56.3627475,71.9225603,0.191273865,14.97987366,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,54.17924867458342,0.75312808627682382,16.420580830218583,1.6002464401768111,7.4066853801025898,0.12979737121725213,3.7246878246140454,6.7975680892834873,3.950469469184636,0.88503358943902444,0.28554008517500501,1060.0930771025457,1352.7482538270579,3.5975552816713372,281.74744964015059,,56.358645475346137,0.78342317123923777,17.081109763408318,1.664617431976654,7.7046242924453177,0.13501855797230203,3.8745159032121861,7.0710048479903502,4.1093797666375194,0.92063466218508871,0.29702612758688246,,56.452761479293542,0.78473144715067877,17.109634327481142,9.2178930762832838,0.13524403193513271,3.8809861430656354,7.0828130579743309,4.1162422169160209,0.92217207414326352,0.29752214575695501
M-134D-10,49.260649276952151,1.0428821502969285,17.417869305569329,2.0461118298426237,8.1780874527950669,0.16632790833234071,4.5246171840228859,8.5316019564320253,3.4098622743778186,0.68502216140432282,0.22146749872010529,2010.9643870866635,1002.672772574327,3.4701749944575337,342.67762952430144,99.290305472121659,0,829.42090180174182,1332.2772984255093,73.3852397,789.0535263717587,911.205884179553,1029.970983355103,1089.4513703642601,3.2699999999999743,0.35757929097063051,213.28125,8.342085521380344,0,0,0.63287192816515647,302.1875,11.512878219554889,1.2491265798451083,392.578125,14.623655913978494,476.90348917423466,138.99992193972142,46.0,2.0,2504.3097264252888,,[],,2.482478924,0.053867232,0.899672517,,,0.008591214,0.174162966,0.440676622,0.176127132,0.035382951,0.011439299,103.8708788,51.7903264,0.179242421,17.700078,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,49.61274823631534,1.0503363297535073,17.542366520828008,2.0607367659042231,8.2365417388017583,0.16751676565144782,4.5569576631963225,8.5925830481279917,3.4342348511912135,0.68991847506870707,0.22305047574084469,2025.3381007587836,1009.8395485910289,3.4949786668063743,345.12697679283212,,51.590205523934628,1.0922004736188951,18.241567467195019,2.1428732949308391,8.5648325524570268,0.17419362312884504,4.7385881807709191,8.9350649015230292,3.5711160556255468,0.7174171395226383,0.23194078729262096,,51.701164046111487,1.0945495425796186,18.280800832284257,10.515658909401575,0.17456827306091485,4.7487797808314998,8.9542821460941404,3.5787966949257806,0.71896013677913984,0.23243963793159714
M-134D-14,48.291058790299203,0.9494113607362622,18.588353977576748,1.8489773551897013,7.4797348234652539,0.13611222292181391,5.0224177605309865,9.387594121880003,2.9833648755691198,0.58809745032591476,0.18050343268977881,2811.2767921385225,1022.0850648989,4.1726430130392442,499.80542130847778,100.06158591205862,0,1106.5056266409001,2115.0226308871665,76.96615887,765.2368310079224,905.1602151410065,1021.4071181667581,1087.5949320327595,3.759999999999964,0.35816736475015604,295.46875,11.272818204551138,0,0,0.73829221204117845,362.578125,13.603400850212553,2.143047205608541,492.734375,18.0545136284071,470.63554102271644,158.36077541408417,53.0,2.0,2489.5662275243512,,[],,2.433415681,0.049262121,0.964494195,,,0.007062457,0.187644776,0.487094233,0.154797897,0.030514621,0.009365784,145.86876,53.0329427,0.216505989,25.9334112,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,48.261336605978734,0.9488270169640064,18.576913216140252,1.8478393464747969,7.4751311957407793,0.13602844856110838,5.0193265624882777,9.3818162447779923,2.9815286739419835,0.58773548806509768,0.18039233642410815,2809.5465072972925,1021.4559919100049,4.1700748344189407,499.49780103199947,,50.590060248200274,0.99461016476246367,19.473293218192751,1.9370019655770199,7.8358239566220194,0.14259214294788436,5.261520941179584,9.8345110690959352,3.1253944845733037,0.61609511551603435,0.18909669333274715,,50.68839396218744,0.99654342420099062,19.511144156426692,9.5974481288912479,0.14286930440870618,5.2717479480823055,9.8536267608726913,3.1314694258925138,0.6172926416818626,0.18946424735555073
M-137B-3,51.602059316323022,0.78051980344139493,17.600345307262291,1.5260785630309115,8.2965403498319841,0.1230483628812975,4.6569810728749568,8.5314372931271141,3.6319989560735175,0.60201186262138195,0.19700190146583213,2640.9916631213146,1043.7095523947551,3.591319421633532,387.35969817602938,101.54654830193643,0,2331.5186654456825,2391.049768998962,73.69334254,669.4862074377048,833.5294014309515,933.69541616594472,1144.1992154505274,10.619999999999818,0.35717173413081627,277.265625,10.622655663915978,0,0,2.2685750085124043,571.5625,20.7551887971993,2.8488324707510801,579.6875,21.035258814703678,467.48517110573414,59.84008380795324,20.5,2.0,2507.9495418616225,,[],,2.653303181,0.043123862,0.97242229,,,0.006798445,0.078917998,0.471363467,0.200668605,0.033261265,0.010884391,145.9152713,57.6651432,0.198421053,21.401694,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,50.81616281322583,0.76863253009901755,17.332293023815822,1.5028364711061382,8.1701845001793867,0.12117434313515808,4.5860555092704729,8.4015039760484171,3.5766838132933936,0.59284325532303883,0.19400157342627808,2600.7695064815439,1027.8139137643659,3.5366238259080713,381.46023144406843,,52.899134027529463,0.80013903011670351,18.042749411071565,1.5644382319597738,8.5050830479499808,0.12614131928387654,4.7740394317897614,8.74588438515738,3.7232932582674025,0.61714409519500479,0.20195376167909471,,52.982148121673184,0.80139468047838247,18.071063721423844,9.9283942583790346,0.12633927162368225,4.7815312852221856,8.7596092160656092,3.7291361859967229,0.61811257339338321,0.20227068574397603
M-137B-5,47.652237744679731,1.0753680356683482,18.082031705665234,1.5941484008882048,8.3372689635406427,0.10707822989482042,5.7785182849206036,8.9673259839042387,3.0094238757310663,0.54816483086342704,0.17888181311870208,2381.3521089262822,1002.9006964344605,3.309246072688798,392.63061691008926,99.017382283790923,0,2271.4227101320389,2851.0996796597401,77.43190107,678.5356619205687,841.4778751609555,969.20648242406151,1161.0828743145746,11.409999999999801,0.3600193289089848,243.359375,9.412353088272068,0,0,2.1963852712606742,413.90625,15.353838459614904,3.2272341018937984,472.03125,17.344336084021005,483.62699827587767,72.95599536708194,19.5,2.0,2526.0030219088617,,[],,2.441772869,0.059987982,1.008682193,,,0.005973217,0.113290174,0.500230405,0.167876726,0.030578649,0.009978685,132.8405738,55.9454872,0.18460191,21.902379,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,48.125123736461745,1.0860396537107659,18.261472166412997,1.6099682339806369,8.4200054285877108,0.10814084095651665,5.8358625037763119,9.0563149389298516,3.0392884626113847,0.55360464821454003,0.18065698061580135,2404.9839068671358,1012.8531711332008,3.3420860018337604,396.52696107919888,,49.986377710324355,1.1280425716110067,18.96774022349782,1.6722342509928425,8.7456517302933214,0.11232322126725368,6.0615662824419223,9.4065707068098536,3.156833879423774,0.57501547838883116,0.18764394494899483,,50.070234956016442,1.1299349780507553,18.999560541852617,10.267602850381641,0.11251165492446565,6.0717351779752473,9.4223511883532893,3.1621297901570955,0.57598012548783561,0.18795873680059505
